id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
69	Black root rot of Pineapple	https://en.wikipedia.org/wiki/Ceratocystis_paradoxa	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Microascales,Family:Ceratocystidaceae,Genus:Ceratocystis	Ceratocystis paradoxa	Ceratostomella paradoxa,Chalara paradoxa,Chalara thielavioides,Chalaropsis thielavioides,Endoconidiophora paradoxa,Endoconidium fragrans,Hughesiella euricoi,Neocarpenteles acanthosporum,Ophiostoma paradoxum,Sporoschisma paradoxum,Stilbochalara dimorpha,Thielaviopsis ethacetica,Thielaviopsis euricoi,Thielaviopsis paradoxa,Thielaviopsis thielavioides	
70	Black rot	https://en.wikipedia.org/wiki/Botryosphaeria_obtusa	https://upload.wikimedia.org/wikipedia/commons/a/a0/Botryosphaeria_obtusa.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Botryosphaeriales,Family:Botryosphaeriaceae,Genus:Botryosphaeria	Botryosphaeria obtusa	Amerodothis ilicis,Bagnisiella ilicis,Botryodiplodia juglandicola,Botryosphaeria ambigua,Diplodia griffonii,Diplodia juglandicola,Dothidea ilicis,Eutypella juglandicola,Melanops cupressi,Melanops cydoniae,Melogramma ambiguum,Phoma obtusa,Physalospora cupressi,Physalospora cydoniae,Physalospora malorum,Physalospora obtusa,Physalospora thyoidea,Sphaeria ambigua,Sphaeria cupressi,Sphaeria eunotiaespora,Sphaeria juglandicola,Sphaeria obtusa,Sphaeria thyoidea,Sphaeropsis malorum,Valsa juglandicola,Wallrothiella eunotiaespora	
71	Black rot (black carrot root dieback)	https://en.wikipedia.org/wiki/Alternaria_radicina	https://upload.wikimedia.org/wikipedia/commons/0/0d/Alternaria_radicina_on_Daucus_carota.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria radicina	Macrosporium daucinum,Pseudostemphylium radicinum,Stemphylium radicinum,Thyrospora radicina	
72	Black sigatoka	https://en.wikipedia.org/wiki/Black_sigatoka	https://upload.wikimedia.org/wikipedia/commons/4/42/Black_Leaf_Streak.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Mycosphaerella	Mycosphaerella fijiensis	Pseudocercosporella fijiensis	
73	Black spot	https://en.wikipedia.org/wiki/Diplocarpon_rosae	https://upload.wikimedia.org/wikipedia/commons/2/23/Black_spot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Drepanopezizaceae,Genus:Diplocarpon	Diplocarpon rosae		 getSynonyms 020: Synonyms not found
74	Black stripe	https://en.wikipedia.org/wiki/Phytophthora_palmivora	https://upload.wikimedia.org/wikipedia/commons/5/51/Brokencoconut.jpg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora palmivora	Kawakamia carica,Phytophthora arecae,Phytophthora cactorum,Phytophthora carica,Phytophthora carica,Phytophthora faberi,Phytophthora heveae,Phytophthora omnivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora parasitica,Phytophthora parasitica,Phytophthora theobromae,Pythium palmivorum	
75	Blossom blight	https://en.wikipedia.org/wiki/Monilinia_laxa	https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg	Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Monilinia	Monilinia laxa	Monilia cinerea,Oospora cinerea,Sclerotinia cinerea,Sclerotinia laxa	
76	Blosson thrips	https://en.wikipedia.org/wiki/Frankliniella_schultzei	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Thysanoptera,Family:Thripidae,Genus:Frankliniella	Frankliniella schultzei	.mw-parser-output .plainlist,Frankliniella interocellaris,Frankliniella sulphurea,Frankliniella delicatula,Frankliniella dampfi,Frankliniella dampfi,Frankliniella lycopersici,Parafrankliniella nigripes,Frankliniella paucispionosa,Frankliniella sulphurea,Physopus schultzei,Euthrips gossypii,Frankliniella delicatual,Frankliniella trybomi,Frankliniella persetosa,Frankliniella tabacicola,Frankliniella africana,Frankliniella anglicana,Frankliniella aeschyli,Frankliniella kellyana,Frankliniella dampfi,Frankliniella favoniana,Frankliniella pembertoni,Frankliniella clitoriae,Frankliniella schultzei,Frankliniella ipomoeae,Frankliniella insularis	
77	Blue mold	https://en.wikipedia.org/wiki/Penicillium_expansum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Eurotiomycetes,Order:Eurotiales,Family:Aspergillaceae,Genus:Penicillium	Penicillium expansum	Penicillium crustaceum,Penicillium glaucum	
78	Blue Mold of Tobacco	https://en.wikipedia.org/wiki/Peronospora_hyoscyami_f.sp._tabacina	https://upload.wikimedia.org/wikipedia/commons/7/73/Conidophores_of_Peronospora_tabacina.jpg				
79	Blue mold rot (blue green mold)	https://en.wikipedia.org/wiki/Penicillium_expansum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Eurotiomycetes,Order:Eurotiales,Family:Aspergillaceae,Genus:Penicillium	Penicillium expansum	Penicillium crustaceum,Penicillium glaucum	
80	Boll weevil	https://en.wikipedia.org/wiki/Boll_weevil	https://upload.wikimedia.org/wikipedia/commons/3/35/%22Beat_the_boll_weevil...With_a_little_more_care_at_every_step_you-_not_the_weevils-_get_the_crop._Get_a_good_cotton..._-_NARA_-_512572.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Curculionidae,Genus:Anthonomus	Anthonomus grandis		 getSynonyms 020: Synonyms not found
81	Bollworm	https://en.wikipedia.org/wiki/Helicoverpa_armigera	https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Helicoverpa	Helicoverpa armigera	Chloridea armigera,Chloridea obsoleta,Helicoverpa commoni,Helicoverpa obsoleta,Heliothis armigera,Heliothis conferta,Heliothis fusca,Heliothis pulverosa,Heliothis rama,Heliothis uniformis,Noctua armigera,Noctua barbara	
82	Botrytis	https://en.wikipedia.org/wiki/Prochloraz	https://upload.wikimedia.org/wikipedia/commons/d/da/Prochloraz.svg				
83	Botrytis Blight	https://en.wikipedia.org/wiki/Botrytis_squamosa	https://upload.wikimedia.org/wikipedia/commons/2/2e/Botrytis_squamosa_on_Cepa_allium%2C_bladvlekkenziekte_op_ui.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis squamosa		 getSynonyms 020: Synonyms not found
84	Botrytis leaf spot	https://en.wikipedia.org/wiki/Botrytis_fabae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis fabae		 getSynonyms 020: Synonyms not found
85	Botrytis leaf spot	https://en.wikipedia.org/wiki/Botrytis_squamosa	https://upload.wikimedia.org/wikipedia/commons/2/2e/Botrytis_squamosa_on_Cepa_allium%2C_bladvlekkenziekte_op_ui.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis squamosa		 getSynonyms 020: Synonyms not found
86	Botrytis leaf spot	https://en.wikipedia.org/wiki/Botrytis_(fungus)	https://upload.wikimedia.org/wikipedia/commons/e/e4/Aardbei_Lambada_vruchtrot_Botrytis_cinerea.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:BotrytisP.Micheli ex Pers. (1794)		Botrytis P.Micheli,Botrytis sect.,Cephalocladium Rchb.,Haplaria Link,Polyactis Link,Coccotrichum Link,Penicillium Fr.,Pterodinia Chevall.,Phymatotrichum Bonord.,Cristularia (Sacc.)	
87	Botrytis Neck and Bulb Rot	https://en.wikipedia.org/wiki/Botrytis_(fungus)	https://upload.wikimedia.org/wikipedia/commons/e/e4/Aardbei_Lambada_vruchtrot_Botrytis_cinerea.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:BotrytisP.Micheli ex Pers. (1794)		Botrytis P.Micheli,Botrytis sect.,Cephalocladium Rchb.,Haplaria Link,Polyactis Link,Coccotrichum Link,Penicillium Fr.,Pterodinia Chevall.,Phymatotrichum Bonord.,Cristularia (Sacc.)	
88	Botrytis rot	https://en.wikipedia.org/wiki/Botrytis_cinerea	https://upload.wikimedia.org/wikipedia/commons/e/e4/Aardbei_Lambada_vruchtrot_Botrytis_cinerea.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis cinerea		 getSynonyms 020: Synonyms not found
89	Broadleaf weeds	https://en.wikipedia.org/wiki/Broadleaf_weeds	None				
90	Brown bark rot	https://en.wikipedia.org/wiki/Phellinus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Hymenochaetales,Family:Hymenochaetaceae,Genus:PhellinusQuél. (1886)			 getSynonyms 020: Synonyms not found
91	Brown eye spot						getPage2 110: did not find exact or de-pluralised match
92	Brown leafhopper	https://en.wikipedia.org/wiki/Common_brown_leafhopper	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Family:Cicadellidae,Genus:Orosius	Orosius orientalis	Orosius argentatus,Thamnotettix argentata	
93	Brown planthopper	https://en.wikipedia.org/wiki/Brown_planthopper	https://upload.wikimedia.org/wikipedia/commons/4/4c/Nilaparvata_lugens_from_CSIRO.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Infraorder:Fulgoromorpha,Family:Delphacidae,Subfamily:Delphacinae,Genus:Nilaparvata	Nilaparvata lugens		 getSynonyms 020: Synonyms not found
94	Brown rot (Phoma disease)	https://en.wikipedia.org/wiki/Leptosphaeria_libanotis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Leptosphaeriaceae,Genus:Leptosphaeria	Leptosphaeria libanotis	Leptosphaeria libanotidis,Heptameria libanotis,Phoma rostrupii,Phoma sanguinolenta,Pleospora libanotis	
95	Buckshot rot	https://en.wikipedia.org/wiki/Snow_mold	None				
96	Bugs						 caught DisambiguationError exception: ['bug', 'Bugs Bunny', 'Encyclopedia Brown', 'Bugs (2003 film)', 'Bugs (2014 film)', 'Bugs (TV series)', 'Bugs!', '"Bugs" (Supernatural)', "episode of Blue's Clues", '"Bugs" (Pearl Jam song)', 'Bugs (Theodore Roszak)', 'Bugs! (streaming service)', 'Bugs (nickname)', 'Bayesian inference using Gibbs sampling', 'Birmingham University Guild of Students', 'Bug (disambiguation)', 'Bugsy (disambiguation)', 'Bugz']
97	Burrowing nematode	https://en.wikipedia.org/wiki/Radopholus_similis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Pratylenchidae,Genus:Radopholus	Radopholus similis		 getSynonyms 020: Synonyms not found
98	Bush Snail	https://en.wikipedia.org/wiki/Fruticicola_fruticum	https://upload.wikimedia.org/wikipedia/commons/8/85/Fruticicola_fruticum.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Mollusca,Class:Gastropoda,Order:Stylommatophora,Family:Camaenidae,Subfamily:Bradybaeninae,Genus:Fruticicola	Fruticicola fruticum	Bradybaena (Bradybaena),Helix fruticum	
99	Buttonweed	https://en.wikipedia.org/wiki/Spermacoce_alata	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Gentianales,Family:Rubiaceae,Subfamily:Rubioideae,Genus:Spermacoce	Spermacoce alata	Bigelovia elata,Borreria alata	
100	Cabbage black leaf spot	https://en.wikipedia.org/wiki/Alternaria_brassicicola	https://upload.wikimedia.org/wikipedia/commons/b/bb/Alternaria_brassicicola_conidia.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria brassicicola	Alternaria brassicae,Alternaria brassicae,Alternaria circinans,Alternaria oleracea,Helminthosporium brassicae,Helminthosporium brassicicola,Macrosporium cheiranthi,Macrosporium circinans,Macrosporium commune,Polydesmus exitiosus,Polydesmus exitiosus,Sporidesmium exitiosum,Sporidesmium exitiosum,Sporidesmium septorioides	
101	Cabbage black rot	https://en.wikipedia.org/wiki/Xanthomonas_campestris	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas campestris	Bacillus campestris,Pseudomonas campestris,Bacterium campestris,Phytomonas campestris	
102	Cabbage butterfly	https://en.wikipedia.org/wiki/Pieris_rapae	https://upload.wikimedia.org/wikipedia/commons/6/6b/2nd_Instar_eating.webm	:Male,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Pieridae,Genus:Pieris	Pieris rapae	Papilio rapae,Artogeia rapae	
103	Cabbage cluster caterpillar	https://en.wikipedia.org/wiki/Crocidolomia_pavonana	https://upload.wikimedia.org/wikipedia/commons/6/62/Crocidolomia_pavonana_%28ento-csiro-au%29.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Crocidolomia	Crocidolomia pavonana	Crocidolomia binotalis,Pionea comalis,Pionea incomalis,Pseudopisara quadripunctata,Tchahbaharia dentalis	
104	Cabbage moth	https://en.wikipedia.org/wiki/Cabbage_looper	https://upload.wikimedia.org/wikipedia/commons/f/f8/Cabbage_looper_in_cocoon.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Trichoplusia	Trichoplusia ni	Phytometra brassicae,Plusia innata	
105	Cadelle beetle	https://en.wikipedia.org/wiki/Tenebroides_mauritanicus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Trogossitidae,Genus:Tenebroides	Tenebroides mauritanicus	Carabus bucephalus,Lucanus dubius,Lucanus fuscus,Tenebroides piceus,Platycerus striatus,Tenebrio caraboides,Tenebrio mauritanicus,Tenebroides complanatus,Trogosita mauritanica,Trogosita nitidus	
106	Calopo	https://en.wikipedia.org/wiki/Calopogonium_mucunoides	https://upload.wikimedia.org/wikipedia/commons/0/0a/Calopogonium_mucunoides_2.jpg	:Twining habit,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Fabales,Family:Fabaceae,Subfamily:Faboideae,Genus:Calopogonium	Calopogonium mucunoides	Calopogonium brachycarpum,Calopogonium brachycarpum,Calopogonium flavidum,Calopogonium orthocarpum,Stenolobium brachycarpum,Stenolobium brachycarpum	
107	Canker	https://en.wikipedia.org/wiki/Canker	https://upload.wikimedia.org/wikipedia/commons/2/27/Baumkrebs-Birke.jpg				
108	Capsid bug	https://en.wikipedia.org/wiki/Miridae	https://upload.wikimedia.org/wikipedia/commons/3/3c/CSIRO_ScienceImage_1820_A_green_mirid_Creontiades_dilutus.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Family:MiridaeHahn, 1831			 None
109	Carabao Grass	https://en.wikipedia.org/wiki/Paspalum_conjugatum	https://upload.wikimedia.org/wikipedia/commons/3/3c/Carabao_grass_%28Paspalum_conjugatum%29_from_the_Philippines.jpg	:The characteristic T-shaped panicle of P. conjugatum,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Paspalum	Paspalum conjugatum		 getSynonyms 020: Synonyms not found
110	Carrot bacterial gall	https://en.wikipedia.org/wiki/Rhizobacter	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Pseudomonadales,Family:Pseudomonadaceae,Genus:RhizobacterGoto and Kuwata 1988[1]			 getSynonyms 020: Synonyms not found
111	Carrot bacteriosis	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				
112	Carrot blight						
113	Carrot canker	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
114	Carrot latent virus	https://en.wikipedia.org/wiki/Nucleorhabdovirus	None				
115	Carrot leaf blight	https://en.wikipedia.org/wiki/Cercospora_carotae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Cercospora	Cercospora carotae	Cercospora apii	
116	Carrot Leaf Blight Alternaria dauci	https://en.wikipedia.org/wiki/Alternaria_dauci	https://upload.wikimedia.org/wikipedia/commons/f/f1/Alternaria_dauci_on_a_carrot_stem.png	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria dauci	Alternaria brassicae,Alternaria brassicae,Alternaria carotae,Alternaria porri,Macrosporium carotae,Macrosporium dauci,Polydesmus exitiosus	
117	Carrot Leaf Blight Cercospora carotae	https://en.wikipedia.org/wiki/Cercospora_carotae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Cercospora	Cercospora carotae	Cercospora apii	
118	Carrot Leaf Blight Xanthomonas campestris	https://en.wikipedia.org/wiki/Xanthomonas_campestris	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas campestris	Bacillus campestris,Pseudomonas campestris,Bacterium campestris,Phytomonas campestris	
119	Carrot mottle virus	https://en.wikipedia.org/wiki/Umbravirus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Orthornavirae,Phylum:Kitrinoviricota,Class:Tolucaviricetes,Order:Tolivirales,Family:Tombusviridae,Subfamily:Calvusvirinae,Genus:Umbravirus			 getSynonyms 020: Synonyms not found
120	Carrot red leaf virus	https://en.wikipedia.org/wiki/Luteovirus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Orthornavirae,Phylum:Kitrinoviricota,Class:Tolucaviricetes,Order:Tolivirales,Family:Tombusviridae,Genus:Luteovirus			 getSynonyms 020: Synonyms not found
121	Carrot thin leaf virus	https://en.wikipedia.org/wiki/Potyvirus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Orthornavirae,Phylum:Pisuviricota,Class:Stelpaviricetes,Order:Patatavirales,Family:Potyviridae,Genus:Potyvirus			 getSynonyms 020: Synonyms not found
122	Carrot yellow leaf virus						getPage2 110: did not find exact or de-pluralised match
123	Caseworm						
124	Cassava	https://en.wikipedia.org/wiki/Cassava	https://upload.wikimedia.org/wikipedia/commons/2/2a/A_Cassava_Pest_of_the_Southeastern_Nigeria.jpg	:Storage root (waxed),Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Malpighiales,Family:Euphorbiaceae,Genus:Manihot	Manihot esculenta	Janipha aipi,Janipha manihot,Jatropha aipi,Jatropha diffusa,Jatropha digitiformis,Jatropha dulcis,Jatropha flabellifolia,Jatropha loureiroi,Jatropha manihot,Jatropha mitis,Jatropha paniculata,Jatropha silvestris,Jatropha stipulata,Mandioca aipi,Mandioca dulcis,Mandioca utilissima,Manihot aipi,Manihot aypi,Manihot cannabina,Manihot diffusa,Manihot digitiformis,Manihot dulcis,Manihot edule,Manihot edulis,Manihot flabellifolia,Manihot flexuosa,Manihot loureiroi,Manihot melanobasis,Manihot sprucei,Manihot utilissima	
125	Caterpillars	https://en.wikipedia.org/wiki/Caterpillar	https://upload.wikimedia.org/wikipedia/commons/b/b8/Acharia_stimulea_0795036.jpg				
126	Cavity spot	https://en.wikipedia.org/wiki/Pythium_sulcatum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:Pythium	Pythium sulcatum		 getSynonyms 020: Synonyms not found
127	Cecid fly						
128	Celery blight	https://en.wikipedia.org/wiki/Cercospora_apii	https://upload.wikimedia.org/wikipedia/commons/0/09/Cercospora_apii.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Cercospora	Cercospora apii		 getSynonyms 020: Synonyms not found
129	Celery mosaic virus	https://en.wikipedia.org/wiki/Potyvirus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Orthornavirae,Phylum:Pisuviricota,Class:Stelpaviricetes,Order:Patatavirales,Family:Potyviridae,Genus:Potyvirus			 getSynonyms 020: Synonyms not found
130	Centro	https://en.wikipedia.org/wiki/Centrosema_pubescens	https://upload.wikimedia.org/wikipedia/commons/e/e0/Centrosema_pubescens_at_Elmina_West_in_Seksyen_U15%2C_Shah_Alam_20231126_102101.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Fabales,Family:Fabaceae,Subfamily:Faboideae,Genus:Centrosema	Centrosema pubescens	Bradburya pubescens,Bradburya schiedeana,Centrosema ferrugineum,Centrosema galeottii,Centrosema grandiflorum,Centrosema intermedium,Centrosema molle,Centrosema salzmannii,Centrosema schiedeanum,Clitoria grandiflora,Clitoria schiedeana,Ternatea schiedeana	
131	Ceratocystis rot						
132	Cercospora leaf blight						
133	Cercospora leaf mold						
134	Cercospora leaf spot						getPage2 110: did not find exact or de-pluralised match
135	Chinese violet	https://en.wikipedia.org/wiki/Asystasia_gangetica	https://upload.wikimedia.org/wikipedia/commons/1/1a/Ara_Songsang.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Lamiales,Family:Acanthaceae,Genus:Asystasia	Asystasia gangetica	Asystasia intrusa,Asystasia parvula,Asystasia querimbensis,Asystasia pubescens,Asystasia subhastata,Asystasia quarterna,Asystasia scabrida,Asystasia floribunda,Asystasia coromandeliana,Justicia gangetica,Asystasia bojeriana,Asystasia acuminata,Asystasia coromandeliana,Asystasia multiflora,Asystasia ansellioides,Asystasia podostachys	
136	Cinderella weed						
137	Citrus Alternaria Brown Spot	https://en.wikipedia.org/wiki/Alternaria_alternata	https://upload.wikimedia.org/wikipedia/commons/f/fa/Alternaria_spore_chain_160X.png	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria alternata	Alternaria fasciculata,Alternaria rugosa,Alternaria tenuis,Macrosporium fasciculatum,Torula alternata	
138	Citrus black rot	https://en.wikipedia.org/wiki/Alternaria_citri	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria citri		 getSynonyms 020: Synonyms not found
139	Citrus black spot	https://en.wikipedia.org/wiki/Citrus_black_spot	https://upload.wikimedia.org/wikipedia/commons/f/f7/Citrus_Black_Spot.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Botryosphaeriales,Family:Botryosphaeriaceae,Genus:Phyllosticta	Phyllosticta citricarpa	Phoma citricarpa,Phoma citricarpa,Phyllosticta citricarpa,Phyllostictina citricarpa	
140	Citrus brown rot						
141	Citrus brown spot	https://en.wikipedia.org/wiki/Alternaria_alternata	https://upload.wikimedia.org/wikipedia/commons/f/fa/Alternaria_spore_chain_160X.png	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria alternata	Alternaria fasciculata,Alternaria rugosa,Alternaria tenuis,Macrosporium fasciculatum,Torula alternata	
142	Citrus Canker	https://en.wikipedia.org/wiki/Xanthomonas	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:XanthomonasDowson 1939			 getSynonyms 020: Synonyms not found
